id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
62	serruto d. (2010)	"<table><tr><td>Authors:</td><td>serruto d.; spadafina t.; ciucchi l.; lewis l.a.; ram s.; tontini m.; santini l.; biolchi a.; seib k.l.; giuliani m.m.; donnelly j.j.; berti f.; savino s.; scarselli m.; costantino p.; simon kroll j.; o'dwyer c.; qiu j.; plaut a.g.; moxon r.; rappuoli r.; pizza m.; aricò b.</td></tr><tr><td>Title:</td><td>neisseria meningitidis gna2132, a heparin-binding protein that induces protective immunity in humans</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 107(8), 3770-3775</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1073/pnas.0915162107	1.2951	-0.2244	2	198	339	165	1.8722	2010	165	1.8722
63	gan w. (2010)	"<table><tr><td>Authors:</td><td>gan w.; zhao g.; xu h.; wu w.; du w.; huang j.; yu x.; hu x.</td></tr><tr><td>Title:</td><td>reverse vaccinology approach identify an echinococcus granulosus tegumental membrane protein enolase as vaccine candidate</td></tr><tr><td>Source:</td><td>parasitology research, 106(4), 873-882</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1007/s00436-010-1729-x	0.6998	-0.0386	2	153	190	36	0.4085	2010	36	0.4085
64	seib k.l. (2010)	"<table><tr><td>Authors:</td><td>seib k.l.; oriente f.; adu-bobie j.; montanari p.; ferlicca f.; giuliani m.m.; rappuoli r.; pizza m.; delany i.</td></tr><tr><td>Title:</td><td>influence of serogroup b meningococcal vaccine antigens on growth and survival of the meningococcus in vitro and in ex vivo and in vivo models of infection</td></tr><tr><td>Source:</td><td>vaccine, 28(12), 2416-2427</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2009.12.082	1.6698	-0.1573	2	106	330	31	0.3517	2010	31	0.3517
65	esposito v. (2010)	"<table><tr><td>Authors:</td><td>esposito v.; musi v.; veggi d.; pastore a.; pizza m.</td></tr><tr><td>Title:</td><td>1h, 13c and 15n assignment of the c-terminal domain of gna2132 from neisseria meningitidis</td></tr><tr><td>Source:</td><td>biomolecular nmr assignments, 4(1), 107-109</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1007/s12104-010-9220-2	1.3814	-0.2258	2	85	115	2	0.0227	2010	2	0.0227
66	moriel d.g. (2010)	"<table><tr><td>Authors:</td><td>moriel d.g.; bertoldi i.; spagnuolo a.; marchi s.; rosini r.; nesta b.; pastorello i.; mariani corea v.a.; torricelli g.; cartocci e.; savino s.; scarselli m.; dobrindt u.; hacker j.; tettelin h.; tallon l.j.; sullivan s.; wieler l.h.; ewers c.; pickard d.; dougan g.; fontana m.r.; rappuoli r.; pizza m.; serino l.</td></tr><tr><td>Title:</td><td>identification of protective and broadly conserved vaccine antigens from the genome of extraintestinal pathogenic escherichia coli</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 107(20), 9072-9077</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1073/pnas.0915077107	0.8461	-0.2749	2	195	260	192	2.1785	2010	192	2.1785
67	he y. (2010a)	"<table><tr><td>Authors:</td><td>he y.; xiang z.; mobley h.l.t.</td></tr><tr><td>Title:</td><td>vaxign: the first web-based vaccine design program for reverse vaccinology and applications for vaccine development</td></tr><tr><td>Source:</td><td>journal of biomedicine and biotechnology, 2010</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1155/2010/297505	0.5815	-0.0859	4	293	711	169	1.9175	2010	169	1.9175
68	ge x. (2010)	"<table><tr><td>Authors:</td><td>ge x.; kitten t.; munro c.l.; conrad d.h.; xu p.</td></tr><tr><td>Title:</td><td>pooled protein immunization for identification of cell surface antigens in streptococcus sanguinis</td></tr><tr><td>Source:</td><td>plos one, 5(7)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1371/journal.pone.0011666	0.6107	-0.1294	2	307	677	12	0.1362	2010	12	0.1362
69	raju s. (2010)	"<table><tr><td>Authors:</td><td>raju s.; uma maheshwara rao v.</td></tr><tr><td>Title:</td><td>current development strategies for vaccines and the role of reverse vaccinology</td></tr><tr><td>Source:</td><td>journal of pharmaceutical research and health care, 2(4), 339-346</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"		0.5789	0.4402	4	138	147	2	0.0227	2010	2	0.0227
70	bai x. (2010)	"<table><tr><td>Authors:</td><td>bai x.; borrow r.</td></tr><tr><td>Title:</td><td>genetic shifts of neisseria meningitidis serogroup b antigens and the quest for a broadly cross-protective vaccine</td></tr><tr><td>Source:</td><td>expert review of vaccines, 9(10), 1203-1217</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1586/erv.10.116	1.3716	-0.0553	2	274	948	30	0.3404	2010	30	0.3404
71	sebatjane s.i. (2010)	"<table><tr><td>Authors:</td><td>sebatjane s.i.; pretorius a.; liebenberg j.; steyn h.; van kleef m.</td></tr><tr><td>Title:</td><td>in vitro and in vivo evaluation of five low molecular weight proteins of ehrlichia ruminantium as potential vaccine components</td></tr><tr><td>Source:</td><td>veterinary immunology and immunopathology, 137(3-4), 217-225</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.vetimm.2010.05.011	1.1257	-0.2537	2	212	271	17	0.1929	2010	17	0.1929
72	sette a. (2010)	"<table><tr><td>Authors:</td><td>sette a.; rappuoli r.</td></tr><tr><td>Title:</td><td>reverse vaccinology: developing vaccines in the era of genomics</td></tr><tr><td>Source:</td><td>immunity, 33(4), 530-541</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.immuni.2010.09.017	0.6079	0.0482	2	310	783	315	3.5741	2010	315	3.5741
73	flower d.r. (2010)	"<table><tr><td>Authors:</td><td>flower d.r.; macdonald i.k.; ramakrishnan k.; davies m.n.; doytchinova i.a.</td></tr><tr><td>Title:</td><td>computer aided selection of candidate vaccine antigens</td></tr><tr><td>Source:</td><td>immunome research, 6(suppl. 2)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1186/1745-7580-6-s2-s1	0.4439	-0.2065	2	298	732	76	0.8623	2010	76	0.8623
74	he y. (2010b)	"<table><tr><td>Authors:</td><td>he y.; rappuoli r.; de groot a.s.; chen r.t.</td></tr><tr><td>Title:</td><td>emerging vaccine informatics</td></tr><tr><td>Source:</td><td>journal of biomedicine and biotechnology, 2010</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1155/2010/218590	0.1383	-0.0488	4	371	1064	105	1.1914	2010	105	1.1914
75	magnan c.n. (2010)	"<table><tr><td>Authors:</td><td>magnan c.n.; zeller m.; kayala m.a.; vigil a.; randall a.; felgner p.l.; baldi p.</td></tr><tr><td>Title:</td><td>high-throughput prediction of protein antigenicity using protein microarray data</td></tr><tr><td>Source:</td><td>bioinformatics, 26(23), 2936-2943</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1093/bioinformatics/btq551	-0.1739	0.0128	1	401	908	154	1.7474	2010	154	1.7474
76	major m. (2011)	"<table><tr><td>Authors:</td><td>major m.; moss s.; gold r.</td></tr><tr><td>Title:</td><td>from genes to vaccine: a breakthrough in the prevention of meningococcal group b disease</td></tr><tr><td>Source:</td><td>paediatrics and child health, 16(8), e61-e64</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1093/pch/16.8.e61	1.4058	-0.1435	2	186	284	7	0.2436	2011	7	0.2436
77	schroeder j. (2011)	"<table><tr><td>Authors:</td><td>schroeder j.; aebischer t.</td></tr><tr><td>Title:</td><td>vaccines for leishmaniasis: from proteome to vaccine candidates</td></tr><tr><td>Source:</td><td>human vaccines, 7(suppl.), 10-15</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.4161/hv.7.0.14556	-0.0477	0.291	4	167	207	25	0.87	2011	25	0.87
78	rappuoli r. (2011)	"<table><tr><td>Authors:</td><td>rappuoli r.; black s.; lambert p.h.</td></tr><tr><td>Title:</td><td>vaccine discovery and translation of new vaccine technology</td></tr><tr><td>Source:</td><td>the lancet, 378(9788), 360-368</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/s0140-6736(11)60440-6	0.6773	0.1267	2	108	137	68	2.3663	2011	68	2.3663
79	ho l.-p. (2011)	"<table><tr><td>Authors:</td><td>ho l.-p.; han-you lin j.; liu h.-c.; chen h.-e.; chen t.-y.; yang h.-l.</td></tr><tr><td>Title:</td><td>identification of antigens for the development of a subunit vaccine against photobacterium damselae ssp. piscicida</td></tr><tr><td>Source:</td><td>fish and shellfish immunology, 30(1), 412-419</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.fsi.2010.11.029	0.2682	-0.287	3	54	65	17	0.5916	2011	17	0.5916
80	chitlaru t. (2011)	"<table><tr><td>Authors:</td><td>chitlaru t.; altboum z.; reuveny s.; shafferman a.</td></tr><tr><td>Title:</td><td>progress and novel strategies in vaccine development and treatment of anthrax</td></tr><tr><td>Source:</td><td>immunological reviews, 239(1), 221-236</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1111/j.1600-065x.2010.00969.x	0.2355	0.0106	4	42	57	63	2.1923	2011	63	2.1923
81	hong m. (2011)	"<table><tr><td>Authors:</td><td>hong m.; ahn j.; yoo s.; hong j.; lee e.; yoon i.; jung j.-k.; lee h.</td></tr><tr><td>Title:</td><td>identification of novel immunogenic proteins in pathogenic haemophilus parasuis based on genome sequence analysis</td></tr><tr><td>Source:</td><td>veterinary microbiology, 148(1), 89-92</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.vetmic.2010.07.023	0.5318	0.4159	4	139	142	23	0.8004	2011	23	0.8004
82	toneatto d. (2011)	"<table><tr><td>Authors:</td><td>toneatto d.; oster p.; deboer a.c.w.; emerson a.; santos g.f.; ypma e.; detora l.; pizza m.; kimura a.; dull p.</td></tr><tr><td>Title:</td><td>early clinical experience with a candidate meningococcal b recombinant vaccine (rmenb) in healthy adults</td></tr><tr><td>Source:</td><td>human vaccines, 7(7), 781-791</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.4161/hv.7.7.15997	1.3068	-0.1628	2	103	185	26	0.9048	2011	26	0.9048
83	zhao b.p. (2011)	"<table><tr><td>Authors:</td><td>zhao b.p.; chen l.; zhang y.l.; yang j.m.; jia k.; sui c.y.; yuan c.x.; lin j.j.; feng x.g.</td></tr><tr><td>Title:</td><td>in silico prediction of binding of promiscuous peptides to multiple mhc class-ii molecules identifies the th1 cell epitopes from secreted and transmembrane proteins of schistosoma japonicum in balb/c mice</td></tr><tr><td>Source:</td><td>microbes and infection, 13(7), 709-719</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.micinf.2011.03.005	-0.1482	-0.1223	1	171	251	18	0.6264	2011	18	0.6264
84	santos a. (2011)	"<table><tr><td>Authors:</td><td>santos a.; ali a.; barbosa e.; silva a.; miyoshi a.; barh d.; azevedo v.</td></tr><tr><td>Title:</td><td>the reverse vaccinology - a contextual overview</td></tr><tr><td>Source:</td><td>iioab journal, 2(4), 8-15</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"		0.7559	0.0987	2	302	601	4	0.1392	2011	4	0.1392
85	relman d.a. (2011)	"<table><tr><td>Authors:</td><td>relman d.a.</td></tr><tr><td>Title:</td><td>genomic medicine: microbial genomics and infectious diseases</td></tr><tr><td>Source:</td><td>new england journal of medicine, 365(4), 347-357</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1056/nejmra1003071	0.8059	-0.1981	2	251	426	132	4.5934	2011	132	4.5934
86	sharma p. (2011)	"<table><tr><td>Authors:</td><td>sharma p.; bezbaruah r.l.</td></tr><tr><td>Title:</td><td>antigenic site detection of the spike protein and designing of a vaccine candidate against sars coronavirus using reverse vaccinology: an in silico approach</td></tr><tr><td>Source:</td><td>international journal of pharmacy and technology, 3(4), 3555-3568</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"		-1.0282	0.1576	1	40	40	2	0.0696	2011	2	0.0696
87	bagnoli f. (2011)	"<table><tr><td>Authors:</td><td>bagnoli f.; baudner b.; mishra r.p.n.; bartolini e.; fiaschi l.; mariotti p.; nardi-dei v.; boucher p.; rappuoli r.</td></tr><tr><td>Title:</td><td>designing the next generation of vaccines for global public health</td></tr><tr><td>Source:</td><td>omics a journal of integrative biology, 15(9), 545-566</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1089/omi.2010.0127	0.5422	-0.1229	2	356	1284	54	1.8791	2011	54	1.8791
88	hamad m. (2011)	"<table><tr><td>Authors:</td><td>hamad m.</td></tr><tr><td>Title:</td><td>universal vaccines: shifting to one for many or shooting too high too soon!</td></tr><tr><td>Source:</td><td>apmis, 119(9), 565-573</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1111/j.1600-0463.2011.02776.x	0.8643	0.0047	2	210	325	7	0.2436	2011	7	0.2436
89	georrge j.j. (2011)	"<table><tr><td>Authors:</td><td>georrge j.j.; umrania v.</td></tr><tr><td>Title:</td><td>in silico identification of putative drug targets in klebsiella pneumonia mgh78578</td></tr><tr><td>Source:</td><td>indian journal of biotechnology, 10(4), 432-439</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"		0.2692	-0.1055	3	325	580	10	0.348	2011	10	0.348
90	bowman b.n. (2011)	"<table><tr><td>Authors:</td><td>bowman b.n.; mcadam p.r.; vivona s.; zhang j.x.; luong t.; belew r.k.; sahota h.; guiney d.; valafar f.; fierer j.; woelk c.h.</td></tr><tr><td>Title:</td><td>improving reverse vaccinology with a machine learning approach</td></tr><tr><td>Source:</td><td>vaccine, 29(45), 8156-8164</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2011.07.142	0.3914	-0.2503	2	345	787	20	0.696	2011	20	0.696
91	manque p.a. (2011)	"<table><tr><td>Authors:</td><td>manque p.a.; tenjo f.; woehlbier u.; lara a.m.; serrano m.g.; xu p.; alves j.m.; smeltz r.b.; conrad d.h.; buck g.a.</td></tr><tr><td>Title:</td><td>identification and immunological characterization of three potential vaccinogens against cryptosporidium species</td></tr><tr><td>Source:</td><td>clinical and vaccine immunology, 18(11), 1796-1802</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1128/cvi.05197-11	0.7422	0.4475	4	6	9	40	1.3919	2011	40	1.3919
92	menakha m. (2011)	"<table><tr><td>Authors:</td><td>menakha m.; manoharan c.</td></tr><tr><td>Title:</td><td>application of reverse vaccinology in designing a common vaccine for bacterial endocarditis</td></tr><tr><td>Source:</td><td>international journal of pharmaceutical sciences review and research, 11(1), 95-101</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"		0.3132	0.2868	4	166	192	0	0	2011	0	0
93	křížová p. (2011)	"<table><tr><td>Authors:</td><td>křížová p.</td></tr><tr><td>Title:</td><td>news in vaccination against meningococcal disease [novinky v očkování proti meningokokovému onemocnění]</td></tr><tr><td>Source:</td><td>vakcinologie, (4), 171-176</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"		1.0824	0.0746	2	91	106	0	0	2011	0	0
94	esposito v. (2011)	"<table><tr><td>Authors:</td><td>esposito v.; musi v.; de chiara c.; veggi d.; serruto d.; scarselli m.; kelly g.; pizza m.; pastore a.</td></tr><tr><td>Title:</td><td>structure of the c-terminal domain of neisseria heparin binding antigen (nhba), one of the main antigens of a novel vaccine against neisseria meningitidis</td></tr><tr><td>Source:</td><td>journal of biological chemistry, 286(48), 41767-41775</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1074/jbc.m111.289314	1.4389	-0.1719	2	205	478	30	1.044	2011	30	1.044
96	kulkarni-kale u. (2012)	"<table><tr><td>Authors:</td><td>kulkarni-kale u.; waman v.; raskar s.; mehta s.; saxena s.</td></tr><tr><td>Title:</td><td>genome to vaccinome: role of bioinformatics, immunoinformatics & comparative genomics</td></tr><tr><td>Source:</td><td>current bioinformatics, 7(4), 454-466</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.2174/157489312803900910	-0.1903	0.0043	1	427	1347	2	0.0456	2012	2	0.0456
97	seib k.l. (2012)	"<table><tr><td>Authors:</td><td>seib k.l.; zhao x.; rappuoli r.</td></tr><tr><td>Title:</td><td>developing vaccines in the era of genomics: a decade of reverse vaccinology</td></tr><tr><td>Source:</td><td>clinical microbiology and infection, 18(suppl. 5), 109-116</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1111/j.1469-0691.2012.03939.x	1.0879	-0.0634	2	296	989	116	2.6446	2012	116	2.6446
99	nesta b. (2012)	"<table><tr><td>Authors:</td><td>nesta b.; spraggon g.; alteri c.; moriel d.g.; rosini r.; veggi d.; smith s.; bertoldi i.; pastorello i.; ferlenghi i.; fontana m.r.; frankel g.; mobley h.l.t.; rappuoli r.; pizza m.; serino l.; soriani m.</td></tr><tr><td>Title:</td><td>fdec, a novel broadly conserved escherichia coli adhesin eliciting protection against urinary tract infections</td></tr><tr><td>Source:</td><td>mbio, 3(2)</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1128/mbio.00010-12	0.6318	-0.2514	2	25	34	69	1.5731	2012	69	1.5731
100	van regenmortel m.h.v. (2012a)	"<table><tr><td>Authors:</td><td>van regenmortel m.h.v.</td></tr><tr><td>Title:</td><td>requirements for empirical immunogenicity trials, rather than structure-based design, for developing an effective hiv vaccine</td></tr><tr><td>Source:</td><td>archives of virology, 157(1), 1-20</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1007/s00705-011-1145-2	0.6993	0.6003	5	120	397	28	0.6383	2012	28	0.6383
101	liebenberg j. (2012)	"<table><tr><td>Authors:</td><td>liebenberg j.; pretorius a.; faber f.e.; collins n.e.; allsopp b.a.; van kleef m.</td></tr><tr><td>Title:</td><td>identification of ehrlichia ruminantium proteins that activate cellular immune responses using a reverse vaccinology strategy</td></tr><tr><td>Source:</td><td>veterinary immunology and immunopathology, 145(1-2), 340-349</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.vetimm.2011.12.003	0.6258	-0.2077	2	332	646	23	0.5244	2012	23	0.5244
102	palmer g.h. (2012)	"<table><tr><td>Authors:</td><td>palmer g.h.; brown w.c.; noh s.m.; brayton k.a.</td></tr><tr><td>Title:</td><td>genome-wide screening and identification of antigens for rickettsial vaccine development</td></tr><tr><td>Source:</td><td>fems immunology and medical microbiology, 64(1), 115-119</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1111/j.1574-695x.2011.00878.x	0.124	-0.0056	7	66	69	31	0.7067	2012	31	0.7067
103	martino a. (2012)	"<table><tr><td>Authors:</td><td>martino a.; magagnoli c.; de conciliis g.; d'ascenzi s.; forster m.j.; allen l.; brookes c.; taylor s.; bai x.; findlow j.; feavers i.m.; rodger a.; bolgiano b.</td></tr><tr><td>Title:</td><td>structural characterisation, stability and antibody recognition of chimeric nhba-gna1030: an investigational vaccine component against neisseria meningitidis</td></tr><tr><td>Source:</td><td>vaccine, 30(7), 1330-1342</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2011.12.066	1.022	-0.2353	2	237	386	9	0.2052	2012	9	0.2052
